Data Point: 2050
Data Point: 19352
# Data Point: 20839
# Data Point: 455
Data Point: 31765
Data Point: 6680
# Data Point: 29669
Data Point: 26495
Data Point: 9769
# Data Point: 17957
Data Point: 596
# Data Point: 23027
Data Point: 22889
Data Point: 10720
Data Point: 18469
# Data Point: 9211
Data Point: 6123
Data Point: 22071
Data Point: 17012
Data Point: 26618
Data Point: 1075
Data Point: 8292
# Data Point: 10633
# Data Point: 1375
Data Point: 685
Data Point: 24427
Data Point: 10841
Data Point: 11815
# Data Point: 2869
Data Point: 22942
Data Point: 20484
# Data Point: 11351
Data Point: 10897
# Data Point: 25115
# Data Point: 7511
# Data Point: 22404
Data Point: 13299
Data Point: 9802
# Data Point: 22090
# Data Point: 14925
# Data Point: 8826
Data Point: 11106
Data Point: 31106
# Data Point: 26590
Data Point: 10928
# Data Point: 31715
Data Point: 27086
# Data Point: 365
# Data Point: 31755
# Data Point: 1307
# Data Point: 18347
Data Point: 27582
# Data Point: 12910
Data Point: 9379
Data Point: 31425
Data Point: 13472
Data Point: 30631
Data Point: 26081
# Data Point: 27494
Data Point: 10352
# Data Point: 21745
# Data Point: 28549
# Data Point: 27673
# Data Point: 6035
Data Point: 13426
Data Point: 8463
# Data Point: 21254
# Data Point: 19454
Data Point: 4796
Data Point: 24645
# Data Point: 17286
# Data Point: 11952
Data Point: 24654
Data Point: 5824
# Data Point: 10142
# Data Point: 7477
Data Point: 4881
Data Point: 24414
# Data Point: 22909
# Data Point: 28451
Data Point: 26590
Data Point: 25551
Data Point: 32001
# Data Point: 11166
Data Point: 21493
Data Point: 27146
# Data Point: 2353
Data Point: 28374
Data Point: 9861
Data Point: 4567
# Data Point: 450
Data Point: 32645
# Data Point: 23080
Data Point: 16965
Data Point: 24724
# Data Point: 5236
# Data Point: 5734
# Data Point: 18227
# Data Point: 12083
Data Point: 18933
